내용,평점,공감수,작성일
이건 비제이로써의 의견입니다 모바일 방송할수있고 정말 좋지만 최적화문제와 무엇보다...핸드폰 자체 기능들을 못사용하는게 가장큰 아쉬움입니다 아웃포커싱이나 핸드폰자체의 테마 등등 그부분이 가장큰 문제인거 같습니다... 꼭 이부분이 업데이트 되면좋겠습니다,3.0,157,2020-2-29
며칠 전 부터 방송 보다가 채팅을 치려고 하거나 다른 목록 버튼을 누르면 오류가 뜨면서 프로그램이 종료됩니다. 해결 부탁드립니다.,3.0,14,2020-4-6
아니 무슨 방송에 들어가면 버퍼링 때문에 볼 수가 없어 개똥같은 어플 배그방송보는데 버퍼때문에 비제이가 순간이동된다 이게 말이냐 즐겁게 볼수가없어,1.0,1,2020-4-14
아니 대체 왜 앱을 꼭 다운 받아야만 볼 수 있는거야? 웹사이트에서 그냥 보게 하면 좀 안돼? 열받네 진짜 돈독 오른 개들,1.0,0,2020-4-29
영자가 예전보단 강퇴 덜함 그래서 별1개 추가함 강퇴하기전에 채금부터 줫으면,2.0,0,2020-4-30
화면안나옴 렉 화면전환 렉 핸드폰껏다켜도안됨,1.0,2,2020-4-29
운영자님 자꾸 서버 접속이 실패 했다고 뜹니다 수정해주세요 ,5.0,1,2020-5-24
하....이거 회원 가입하려는데 본인확인 단계에서 핸드폰 번로로 인증하기 해서 pess 앱도 깔아서 했는데 무슨 오류가 났다고 해서 쿠키허용까지 했꺼든요?쿠키허용 설정하고 다시시도하고 이제는또 가입시 입력한 정보와 본인확인 정보가 다르다고 하네요..또 5번 밖에 시도를 못하네요..회원다입을 지금 몇번째하고있는지..이게 버그인지 뭔지...수정좀 해주세요,2.0,163,2020-3-1
원래는 최고화질로 해도 렉 안걸렸는데 어느 날부터 다른 화질은 모두 계속 버퍼링중만뜨고 저화질만 렉걸렸다 안걸렸다 합니다..고쳐주세요,1.0,2,2020-4-21
진짜 어플 뭐같네요 다시보기 수정 안합니까? 이어보기 될때있고 안될때있고 멀티윈도우 창으로 정지했다가 시작하면 처음 봤던때부터 다시 시작하고 고쳐지겠지 고쳐지겠지 보다보다 수정 생각도 없어보여서 글남깁니다 또 시간 넘기는것 좀 유튜브 처럼 만들어 놓을생각 없어요? 터치 까딱 잘못하면 앞이나 뒤로 휙 넘어가버리고 상태바 내릴때나 홈키 누를때마다 조심조심히 해야겠냐구요 어플 관리 좀 똑바로 하세요,1.0,110,2020-1-12
저는 게임을 하면서 아프리카 창모드를 많이 사용합니다. 자동사냥을 할 때는 창 크기를 크게 해서 볼 때가 많아요. 이번 업데이트에서는 가로화면의 창모드 최대 크기가 많이 작아졌네요. 예전처럼 가로화면의 창모드 크기 제한을 늘려주세요!!,4.0,14,2020-2-5
샐시간을 보는거 은좋은데 채팅 할때 로그인 않해으면 더욱 좋겠어요 ,5.0,0,2020-5-21
서버 접속이 안된다고 해서 않들어가져요,3.0,0,2020-5-24
업데이트 후 화면 팝업모드 시청시 휴대폰 화면 꺼짐 현상이 생기네요  실시간 방송은 괜찮구요 지난방송 VOD팝업 재생시 꺼짐 현상 있어요,1.0,3,2020-4-14
이거 로그인이 너무어려워요 구글이랑연동시켜주세요,1.0,1,2020-5-15
오늘 저녁부터 앱 실행이 안 돼요 빨리 고쳐주세요!!,2.0,1,2020-5-24
노트9입니다. 라디오모드로 시청하면 5분 이내로 꺼져버리는데 왜 이러나요? 그럴 때마다 실행중인 앱을 통해 다시 들어가서 키는데 이걸 2 정도 히다 보면 아프리카앱 자체가 먹통이 되어버려서 강제종료하고 다시 들어가야해요...,3.0,289,2020-3-7
"저 회원가입 하려는데 왜 자꾸 휴대폰 인증 한 다음 흰색 바탕만 계속 뜨는건가요? 한 두번도 아니고 2일씩이나 그러는데 하루에 여러번 시도도 해 보았고, 페이지 다시 뜨게하는 화살표?도 여러번 눌러도 계속 흰색 페이지만 뜨는데 어떻게 안 될까요? (+ 휴대폰 인증을 해도 흰색 바탕만 뜨길래 제가 만든 아이디와 비밀번호로 로그인을 했지만 없는 아이디,비번으로 뜨네요)",1.0,49,2020-3-8
아니 왜 본인인증이 안되요??? 만14세 가 넘어서 인증 하려니깐 인증이 안되고 그래서 아이디 내가 만들고 인증 부모님꺼로 했는데 도 안되고 뭐야 이게 문자 인증하고 나오니깐 또 문자 인증 하래 그래서 또 했어 근데 또 하래 이게 뭐에요!!!!!!!! 인증이 이렇게 어려운건가?? 내가 못하는거야 아님 아프리카가 나를 싫어하는거야? 아님 인증을 너무 어렵게 해서 내가 못하는걸까?? 아프리카한테 문의 할려고 했는데 이증이 안되서 문의를 못한다냌진짜 너무 하다 인증이 안되면 암것도 못하고 인증 할려고 해도 안되고 아님 내가 뭘 잘못...,1.0,3,2020-4-16
팝업모드 크기제한 원래없어서 크게보고 좋았는데 업뎃후로 트위치처럼 크기제한생겨 불편을 겪고있읍니다 크게볼수있는 아프리카가 트위치보다 좋아서 맘에들었는데 크기제한 왜 없앴는지 모르갰어오 다시 원상복귀 해주십쇼 쪼고만해서 잘 보이지도 않습니다,1.0,30,2020-2-6
"가슴을 거짐 들어낸 여캠 비제이들 아무런 필터 없이 초딩도 볼 수 있다. 19금 걸면 뭐하나 안걸어도 19금 같은데. 욕설과 비방, 한국에서 사라져야할 어플중 하나. 별 한개도 아깝다",1.0,21,2020-2-28
"제가 쿽뷰30일 사용하고있는데요 원래 쿽뷰를 사용하면 본방에 몇명이있든지 본방으로가는데 자꾸 중계방으로가네요,, 이거 빨리 해결 좀 해주세요,,",2.0,1,2020-4-19
능력이 없으면 그냥 있어라! 너희가 뭔 업데이트냐? 이런 짓하기 전에 버퍼링이나 신경써라! 도대체가 저화질도 버퍼링이면서 아무짝에도 쓸모없이 오히려 오류나 만드는 이 따위 업데이트를 왜 하냐? 해서 좋은 게 하나도 없는데 맨날 오류나 생기고 그러면 또 업데이트하고 차라리 가만히 있으면 중간은 가지 능력없는 것들이 꼭 일하는 척 설치다 엉망으로 만들어요. 너희들 때문에 내가 미치겠다. 선택권을 주든지 뭔 강제업데이트야? 강제로 오류를 주겠다는 거냐? 도대체가 니들은 어떻게 그렇게 발전이 없냐? 버그 만드는 재주말고 있는 게 뭐야...,1.0,145,2020-2-29
1번 실행하고 1시간 동안 기달렸는데 실행이 안되네여 ,1.0,0,2020-5-24
"안되요. 베트남에서 사용중인데, 일주일전부터 서버접속이 아예 안되요. 서버 접속에 실패했습니다. 창 뜨고 튕겨요. 망했나요?",3.0,18,2020-4-7
제발 대답좀 해주세요 패치내용에 아무리봐도 팝업모드 크기제한 없는데 왜 일정크기 이상으로 안커지나요? 제발 답글좀 달아주세요. 의도 된건가요? 아니면 일시적인 오류인가요? 이것마저 안되면 아프리카 볼 이유가 없습니다.,1.0,7,2020-2-5
아니 이번 업데이트는 별풍충전자리에 골드충전을 떡하니 붙여놨네... 사람낚아서 돈 빨아먹으려고 하네.. 아니 그리고 환불은 왜 안되게 함? 이렇게 운영하니 트위치나 유투버로 다 옮기지 아프리카 이제 끝물이네,1.0,26,2020-2-29
역대 최악의 쓰레기어플 업데이트는 장식으로 하는지 시청자많은방 팅긴다고 문의보내도 기계식답변만오고 해결은 안하는 쓰레기 아프리카 어플 맨날 강제종료 시키고본다 비제이만 없으면 망하는 회사다 여긴,1.0,20,2020-3-10
삼성 태블릿 s6 사용하는데 무한로딩 뜨거나 아니면 10분 나오다가 멈추고 껏다 키면 무한로딩 아니면 10분 나오고 멈추고 계속 이런식임..... 하아..,2.0,2,2020-4-4
방제가 욕설이 좀 섞여 있구 몇몇 비제이들은 욕을해서 좀 그래요; 거기다 라이브 보는데 자꾸 뚝뚝 끊기는 현상과 광고 15초때문에 때문에 짜증나요.;;; 그리고 제가 아프리카 비밀번호를 까먹었는데 비밀번호 찾기 같은 기능이 없어서 좀 힘들고 불편해요.. (내용 더 추가) 무슨 방송하나 보려는데 자꾸 검은 화면뜨고 화면은 왜이리 깨져있어요? 가면갈수록 더럽고 혈압만 오르네요 그냥 삭제하는게 답이겠네요  ;;,1.0,112,2020-2-22
모바일 아프리카 이용할때 버퍼링이 심합니다 예전부터 고화질로 잘 이용했는데 어느순간부터 10초에 한번씩 끊길정도로 버퍼링이 심해졌습니다 차선책으로 일반화질로 내려서 보는 중이긴한데 답답하네요 어플 재설치도 하고 휴대폰 초기화도 해봤습니다,2.0,114,2020-3-22
제대로 쳤는데 본인확인에서 왜 가입시친 정보와 본인확인 정보가 다르다는지 모르겠어요 하루에 5번밖에 기회를 안줘서 지금 5일넘게 계속 하고있는데 오늘도 안된다고 하네요 답변좀 제발 주세요.,1.0,4,2020-3-14
전 로그인할때 너무 힘들었어요 맞게 썼는데 틀렸다고 하니 혈압이 상승해서 지금은 아에 이 앱을 포기하고 싶을만큼 로그인이 어렵네요 쫌 쉽게 하는법알려주세요. 다른건 다 좋아요 그러니까 이 앱을 포기 안하게 해주세요 ,3.0,17,2020-2-28
전체화면 했을때 갤럭시 s10시리즈 기준으로 상태바 부분이 잘리는 현상 없애주세요 완벽주의자라 이쪽만 번인 나중에 안생길거 신경쓰입니다 유튜브는 전체화면으로 확됩니다 참고하여 개선 부탁드립니다 감사합니다.,3.0,21,2020-2-27
라이브방송을 보려고 들어가면 안 그럴때도 있지만 방송도 안뜨고 광고도 안뜨고 버퍼링걸려서 나갔다 들어왔다를 반복해야합니다 혹시나해서 지웠다 깔았는데도 그래요 저만 그러는지 모르겠지만 좀 고쳐줬으면 합니다,2.0,17,2020-3-19
"VOD를 오디오모드로 들을때, 블루투스 헤드폰으로 일시정지/재생 버튼이 안 먹힙니다. 예를 들어서 wavve 어플은 오디오모드로 들을때 블루투스 헤드폰으로 일시정지/재생을 할 수 있습니다",4.0,59,2020-3-30
"개발자님 김혜림님아프리카TV앱 업데이트내용입니다 BJ춤추는곰돌,다이아나,한별1004,보킹님의방송국 이용정지,휴면정지입니다 닉네임변경24시간입니다",5.0,2,2020-4-9
창모드하면 화면과 소리가 안나옵니다.. 원래는 잘됐는데 이유가 뭔가요..,2.0,0,2020-4-12
회원가입이 왜 안되는 거에요 몇 번이나 인증해도 인증 안된다하고 몇 번이나 인증해야 하는건데요 ,1.0,0,2020-4-20
"아프리카TVBJ얼이와빵이님의방송국정지팬클럽취소입니다 김혜림님아이디,비밀번호,2차비밀번호,회원가입본인아이핀인증휴대폰인증닉네임변경24시간후변경을넣었습니다",5.0,0,2020-5-4
하... 저만 그런가요??? 갤럭시노트10 5g인데... 버퍼링이 좀 있네요... 고화질로보는데 버퍼링걸리고 나갔다들어와도 버퍼링걸리고... 진짜 제대로된 방송을못보겠네요,2.0,14,2020-2-25
아니 장난하는것도아니고 회원가입하는데 인증하기전에 아이디랑 생년월일 작성하는거에서 다 작성하고 휴대폰 인증하는거에서 인증끝나면 생년월일이 다르다거 다시 또 인증해야하고 그걸 하루에 5번밖에 못하는데 아니면 뒤로가기해서 인증한걸 또 인증 안할수있게 해주든가 열받게하네 진짜,1.0,5,2020-3-1
한마디만 할게요.왜 로그인이 안되죠? 로그인할려고 하면 바로 튕기고 지웠다가 깔아도 똑같아요.좀 불편합니다.보신다면 고쳐주시길 바랍니다.별5개 누르고 가요.,5.0,3,2020-3-2
회원가입하려는데 계속 아이디비번 적고 본인 인증만 반복하고 회원가입은 안 되네요 본인 인증이 하루에 5번만 되는데 대체..다른 분들도 그러신 것 같던데..에러인가요?좀 고쳐주시죠,1.0,3,2020-3-3
라이브 방송 보면서 채팅창을 껏는데 좋아요 누르는 아이콘이랑 꿀잼각 누르는 아이콘 채팅입력창이 왜 안사라지나요 보는데 거슬립니다. 예전엔 안보였었는데 매우 신경쓰입니다 수정바랍니다.,3.0,18,2020-3-15
갤럭시탭 10.1 with spen 으로 시청하는데 5초에 한번씩 끊겨요 예전엔안그랫는데폰은이상없이 시청가능한데 왜그러죠?와이파이도 이상없습니다. 일반화질만 잘나오고 고화질부터 끊겨요,3.0,24,2020-2-25
아니 애드벌룬 참여하기 누르면 설치화면으로 안가져요.. 3초간 화면이 안보이면서 또 몇초지나면 방송화면이 보이고;; 애드벌룬 쏠려고하는데 왜 설치화면으로 안들어가질까요 참고로 폰 최신폰입니다;;,1.0,104,2020-2-24
라디오모드 사용시 자꾸 멈춥니다 시청모드로 한 번 갔다가 라디오로 다시 전환해야 되더라구요 너무 번거롭고 자주 일어납니다 고쳐주십쇼 제발 ,5.0,1,2020-2-27
와 이런게 다있음? 다치고 하고 마지막에 자동가입 방지 그더 치는데 몇십번을 제데로 쳐도 안됨 실화 냐고 수정 해라,1.0,2,2020-4-2
다시보기 창모드에서 보다 다시 들어가서 전체화면 보기 가 안돼요 다시보기 껏다가 다시 들어가서 봐야 전체화면 보기로 전환됩니다 요즘 앱 관리 너무 안하는거같아요 전체적으로 모든 기능 확인 해보시는걸 추천드립니다,2.0,29,2020-3-14
저 회원가입을 하고싶은데 분명 자동가입방지 번호를 잘 기입했는데도 불구하고 자꾸 틀렸다는 문자만뜹니다!! 해결책을 주세요!!,1.0,3,2020-3-12
아니 동영상 다시보기할때 왜 화면나갓다가 다시들어오면 확대버튼 눌러도 화면확대안되냐구요  진짜개빡치네 업뎃어케한거에요 계속 큰화면도 자동적으로 풀리고 이전에보던방송계속시청하겟습니까도 왜만든건지 개불편해요,1.0,8,2020-2-21
"별 한 개도 아까워요 로그인을 했는데도 댓글,영상찍기가 안돼네요 정말로 짜증나는 앱 이네요 그리고 어떨데는 로그인을 했는데도 계속 로그인이 안된적도 있구요 이 앱 정말로 다시는 하지 않을거 같네요 여러분도 하지마세요",1.0,9,2020-1-18
로그인이 안돼요.. 회원가입해도 있는 이메일이라면서 안돼고 아이디를 찾기 하면 이메일을 치라는데 치면 없다고 나오고 아이디를 겨우 찾아서 비번을 찾을때 아이디를 치라는데 아이디를 치면 없다고 나오고 이게 뭡니까..,1.0,9,2020-2-2
VOD 녹화영상 다시보기 무슨코덱을 쓰건 뭘하건 버퍼걸리면 풀리지도 않고 버퍼상태로 무한 검은영상 출력됨 문의했으나 전혀 고칠생각 안하고 프로그램 설정 바꾸라는말뿐임 노답.... 일처리 똑바로 안하고 돈벌 생각만 하는것 같음,1.0,17,2020-2-29
