내용,평점,공감수,작성일
카드 승인취소 문자오는데 아이템은 구매되서 사용했어요 어떻게 처리해야됩니까? 빠른답변,1.0,5,2020-5-29
아무 생각없이 하고있으나언제부터인가 업뎃이후에 멈춤 현상이 계속일어나고있음돠-_- 하다가 승질이 나네요,1.0,1,2020-5-30
게임진행안됨 멈추는 현상이 너무 많아 게임진행자체가 안됨!! 어쩌라고??? 삭제???,1.0,1,2020-5-20
장비 강화석몆백장 주면뭐하냐 +2강화부터 실패시 파괴되는 강화는 게임하다 첨본다 강화도 졸라힘들다 글고 퀘스트한번하는데 밤낮으로달려야하는거리 넘길다 짜증날라해,1.0,0,2020-6-21
채팅창에 패드립해도 신고도 못하는 시스템. Good,1.0,0,2020-4-26
갓게임인데 오늘업데이트 이후갤s8접속이 안됩니다.... 로딩중에 그냥 팅겨버리네요,5.0,7,2020-5-26
적절한 득템 기회와 접속의 안정성이 좋습니다,4.0,2,2020-5-26
겜 접속이 안됩니다 그냥 팅겨나옵니다 왜 그렇죠?,1.0,0,2020-6-10
그래픽좋고 여캐릭디테일 다좋으나 장비드랍률이 현저히떨어져 아쉽습니다,2.0,1,2020-5-26
상품결제했는데 돈만빠져나갔다고요 빨리조취안해줘요 ?,5.0,0,2020-6-3
소프트웨어 업데이트 후 멈춤 현상이 심해졌습니다,3.0,2,2020-6-5
재미있어요. 하지만 어느정도 과금은 해야 합니다.,5.0,0,2020-6-16
영상이 좋고 스토리 전개가 마치 영화를 보는갓 처럼 짜임새가 있네요 많은 사랑을 받을듯 합니다,5.0,4,2020-4-15
파티사냥 어렵네요  십 수년 전에 SP1 게임을 킹왕짱 좋아했었는데 다시 복구는 안되는지 ,2.0,13,2020-5-28
역시 기대이하 컨설 랭커를위한겜  0추잎에팔기잘한듯 웃긴게 축강화 5강바 면10/9는 파괴  돈독오른듯 디아블로이모탈 나올때까지다른계정으로놀다가삭제할겜 ,1.0,3,2020-5-28
"게임은 재밋지만, 점검을 너무 자주하심...",3.0,2,2020-4-14
몇가지 시세안정화나 불만도있지만 이정도면 충분히 별5개짜리,5.0,0,2020-6-11
리니지2m과금유도가 짜증나서 한번 해봤는데 70랩까지 키우는동안 들어간 배터리가 아깝다,1.0,0,2020-4-14
오류가 자주뜨내요 문제점이 너무많습니다.,1.0,1,2020-4-14
V4 설치중에 정의되지 않는 오류가 뜨는데 해결방법 알려주세요,3.0,0,2020-5-2
넥슨 쯤 되면 뛰는 모션 정도는 잘 만들 수 있잖아요,3.0,0,2020-4-15
해킹 당해서 22만원이 결재됐습니다 결제 취소해주셨으면 합니다 힘들게 돈 벌었는데 허무하게 돈이 나가니 너무 억울합니다.. 환불 꼭 해주셨으면 합니다 레드잼4000개 결제가 2번 되어있습니다 꼭 환불해주시길 바랍니다,3.0,1,2020-4-19
발열이 넘 심합니당 이거 뭐 어떻게 안 되는 건가용,5.0,1,2020-6-9
어제밤부터지금 까지 들어가면 아무것도 안움직여요 서버는 아스카탄3섭입니다 꼭 빨리 고쳐주세요,1.0,0,2020-4-28
누군가 제 계정으로들어와서 결제를하여 환불건의를 드렸는데 2주동안 이메일답장이나 조치가 안되었습니다. 리뷰라도 보셨으면 확인해주셨으면 감사하겠습니다.,1.0,0,2020-5-6
신규 이벤트 사전등록 신청했는데 문자가 안옵니다 어디로 확인을 해야 하는지요..,5.0,0,2020-4-15
같은파티 같은퀘스트하는데 상당히 거리두고사냥하는데 좀 이상한듯 합니다,2.0,1,2020-4-14
"처음 해보려는 분들에게 말하자면, 서버선택이 게임을 오래하냐 못하냐로 갈려요. pvp서버는 가지 않는걸 추천하고 카페에서 서버별 분위기 잘 읽어보고 선택하세요. 이 게임엔 '통제'가 존재합니다. 마치 하나의 컨텐츠 처럼요. 무,소과금 또는 중과금하면서 간간히 하는 게임? 그런 게임 아닙니다. 일부 pvp서버는 유저간 격차를 줄여주는 파밍컨텐츠가 고투력 유저들에 의해 통제되고 있고 이런 서버들은 한쪽으로 치우치게 되어 핵과금이 아닌 이상 키우거나 버티기 굉장히 힘들어집니다. 아이템 거래에 사용되는 젬 이라는 주화는 과금이 아니라면 파...",3.0,0,2020-6-7
재미있고 운영도 유저 목소리를 잘들어주네요 갓겜,5.0,2,2020-5-2
사전예약 쿠폰 왜 안주나요. 사전예약 햇는데....,1.0,0,2020-4-14
게임내 고객센터 찾기가 바쁘게 꺼져버리는데 무슨수로 합니까?? 방법좀 찾아주세요 네???,3.0,1,2020-5-28
이번에 사전예약 보상이 왜 전 안들어 오져? 문자가 안왔습니다,4.0,0,2020-4-15
그만할랍니다... 노가다를해도 보람도없고 재미도없고.. 얻는것도없고... 서버줄이면서 설정해논것도 다지워지고...,1.0,0,2020-4-14
게임은 그저그런데 몇몇 나잇값 못하는 아재들끼리 욕하면서 싸우는거보면 은근 재밌음,5.0,0,2020-6-1
업데이트 패치 후 겜접속 후 다운받았는데 접속화면에서 계속팅겨여,1.0,1,2020-4-28
재미있긴한데 영혼석이 너무나 파괴가 잘됩니다 적당히 파괴가 되야 하는데 장난하는것도 아니고,5.0,0,2020-5-28
이 게임 하는 어떤 놈이 내 계정을 해킹해서 22만원 결제했다!! 이런 사례가 많던데 심지어는 몇백이 결제된 사람도 있어요.. 넥슨은 해결 안하고 뭐하는겁니까??? 국민청원이라도 할까 생각 중입니다.,1.0,0,2020-5-12
5월26일 업뎃하고 게임이 진행이 안됨...지웠다 다시 깔기를 4번째...게임이 안됨...기종은 갤S8+,2.0,0,2020-5-26
카트니의일일소환2가결제가 되었는데 아템이안들어옴,2.0,0,2020-6-17
폰 업데이트 후 게임이 멈춰요. 폰 초기화 해도 똑같아요.,4.0,1,2020-5-25
5월 19일 새벽1시경에 총3번으로 33만원 제가 결제한것도 아닌데 결제되었습니다. 환불해주세요,1.0,0,2020-5-23
초보지원성장패키지구매했는데 돈은빠져나가고 안들어오네요,5.0,0,2020-5-12
"템 시세 잡지 못하면 .... 과거, 현재, 미래 유저는 힘들듯. 초반 희귀템 시세가 지금 지,판,슈 템하고 가격이 비슷하게 된게 말이 안됨? 5개월도 안되었는데... 템을 맞추면 1년후에 접속해도 그 시세가 유지 되어야 과금하는 사람들이든 안하는 사람들이든 게임을 하죠! 어렵게 템 맞춰서 시세 폭락 하면 그게 말이 안되죠. 정말 오래 보고 있다면... 지금 템 시세가 1년후에도 같아야 됨! 12강을 만들어 놓고 12강이 되기도 전에 다른템이 계속 나오는것은 의미 없음. 그리고 네임드가 많은것은 ... 잠시 할때는 재미 있지만.. ...",3.0,0,2020-4-9
정의되지 않은 오류가 계속 떠서 게임을 못하내요,2.0,0,2020-4-26
모바일게임을 핸드폰에서 팅겨서 게임 못할정도로 만들면 어쩌자는건가요?피시게임이나 처만드시지,1.0,1,2020-5-27
리니지m하다가 과금에 질려서 넘어 왔는데 소과금으로도 재미있게 즐길 수 있어서 좋네요^^,5.0,2,2020-4-14
해비과금해야 즐길수있는게임입니다. 시작할때 각오하세요!,3.0,3,2020-4-23
요즘에 자꾸 게임이 멈춰지는 경우가 많아지는데 왜그런거죠,4.0,1,2020-5-17
갑자기 계정이 정지한 이유가 먼가요? 확인해 주세요!,1.0,1,2020-4-27
좀 잘해줘요 리니지2m처럼 유저들 무시하지말고 착한 갓게임이 되길 바랍니다 유저들은 개돼지가 아닙니다 경제도 않좋은판에 과금요소는 줄이고 공정한게임이 된다면 갓게임이 될겁니다.,5.0,0,2020-4-28
아니 상식적으로 돈 버는 입장에서 뭐 아이템 뽑는 확률 낮춘다쳐도 이건 무슨 헛짓거리 다하면서 전설 영혼석 뽑을라고 영웅을 5번이나 도전했는데 안되는거면 왜 만들어놓는거야 저따위기능을 그리고 좋은 아이템 뽑을 확률 뒤져도안나와 진짜 망한게임 토나온다,1.0,0,2020-4-14
게임은 재미있는데 왜 설치는되는데 게임실행이안되는건가요?,5.0,0,2020-4-28
국내 게임중 그래픽 타격감 할것도 많고 최고임.,5.0,2,2020-5-26
이거휴대폰게임버튼조작 키 참답답한게임이다 큰물약이 물약통 누르는거 힘든다 닉네임 변경좀 해주세요. 답답하다 너무한거아니세요? 지친다지쳐 별한개다 이러다,2.0,0,2020-6-2
게임 삭제한지 2달이 되어가는데 갑자기 33000원이 결제가 되었다네요 어디서 결제 났냐고 물어보니까 v4라는데 지금 이게 무슨일인지 전혀 알 방법이 없네요 환불 요청합니다.,1.0,0,2020-5-8
다르칸 서버 오늘 서버 점검이후 로그인 후 화면이 멈춰있어요 ,1.0,1,2020-5-27
V4 재미있습니다^^ 제작에 고생하신게 느껴지고 컨텐츠도 천천히 나름대로 발전해가고 있는것 같습니다. 제가 처음 V4를 접하게 된 계기는 요즘 거의 찾아볼수없는 PC로 하는 온라인 RPG를 찾다가 PC로 먼저 시작하게 되었습니다. 기존 온라인RPG랑 약간 차이가 있었지만 간만에 접하는 온라인RPG 느낌에 재미있게 즐기던중 조금 아쉬웠던 점은 장비중에 반지와 훈장 획득 방법이 조금 아쉬웠습니다. 타장비와 다르게 과금을 하지않고 획득방법이 전혀 없다는게 유저들의 불만을 일으킨게 아닌가 싶습니다. 타장비와 다른 특별함을 두고 싶으신 거라...,4.0,214,2020-4-1
"겜 시작화면 보지도못함,,,,,,,무한팅",1.0,0,2020-4-14
재미있네요 근데 캐릭터는 1레벨부터 삭제 가능한게 해주세요,5.0,0,2020-5-26
V4 패치 오류 때문에 접속이 않되네요 ,1.0,0,2020-5-2
이 게임 계속 업데이트 하고 있는 중인데 다른 게임 히트 와 비슷한 것 같아요!!!!!!!!!!!,2.0,0,2020-5-28
"재밌게 즐겼습니다. 이제 그만 놓아줄려고 합니다. 더 강하게 성장시키고 싶었지만, 강화의 실패가 심각한 수준이라 그만 포기하고 떠날려고합니다. 더 성장고, 더 강하게 키우고 싶었습니다. 허나 저의 열망과는 다른 게임 내 강화 시스템이 저와는 맞지않습니다.",5.0,45,2020-4-8
좋아요 근데 캐릭삭제1렙 부터로좀 바꿔주세요 잘못만든거삭제 하고싶은데,5.0,1,2020-4-16
"액션 카메라와 그래픽화려함, 탈것 등 좋아서 재밌게하고 있어요 개발하시느라 고생많으셨어요! 조금 개발됐으면 하는점이있어요  블러이더같은경우 평타 게이지가 모였을경우 특수기나가는게 선택으로 하나 아이콘이 떠서 선택적으로 사용가능하고 기본기술중에 회피기(구르기)가 있으면 조금 손맛이 더 생길거 같아요 그리고 장비판매시 일괄판매가 없는거같아요 제가 못찾는거라면 알려주세요  모쪼록 더더욱 발전하는 V4가 됐으면 좋겠습니다",5.0,86,2020-4-6
폰으로 게임하다가 컴퓨터로 하고 나서 폰으로 재접속하니 캐릭터가 없어졋습니다 다시.컴퓨터로 접속하니 있어서 로그아웃하고 폰으로 재접하니 또 없네요.. 다시 컴퓨터로 접속하니 캐릭 만드는 화면만나오네요  답답하네요  같은계정인데 부캐릭만든거 또 나오고  어찌 찾을방법이 없나요? 구글 같은계정 연동인데 잘하던게 갑자기 없어져서 황당해요.. 찾을 방안을 알려주새용,4.0,107,2020-4-10
다시는 안한다 처음에 잘했지 운영미숙으로얼마 못가고 유저 다떠날걸,2.0,0,2020-6-11
구글 계정 해킹으로 새벽에 결제가 여러번 있었습니다. 구글페이에 환불을 요청하긴 했지만 여기에도 얘기하는게 빠르지 않을까 생각합니다. 제 구글 계정으로 v4 캐릭터가 생성되어있진 않은걸 방금 확인했고 그럼 아마 해킹한 본인 캐릭터에 과금했을텐데 찾아서... 음... 법적 처리가 가능항지 궁금하네요.,1.0,109,2020-4-10
컨텐츠들 또한 너무 단순 그 자체 그저 전투력만 바라보고 하는 게임 양산형 그 자체. 확률 어마무시합니다. 무과금도 가능하긴 하지만 모든지역이 무법지대라서 자동사냥 돌리다보면 누군가 죽여놓음. 죽이는 이유는 본인들 점수 올리려는 수작.,1.0,13,2020-5-13
저번업뎃후....게임후 자꾸 튕깁니다. 게임내 고객센터에선..글도 안쳐지고..제폰에..RAM정리 다해도 튕깁니다.. 특히 필보나오면 어김없이 팅!!접하면팅 접하면팅.... 사냥하다가도팅...마을갔다가도 팅... 머모리정리도 다하고 심지어 사진들도 엄청지우고 게임삭제후 다시깔아봐두 팅.. 노트9이구요..파밀라4 이쌧노랑..확인좀 해주세요,1.0,16,2020-4-4
"저는 게임 잘 안하는데 V4는 우연히 시작해서 지금까지 계속 꾸준히 잘 하고있는데 그래픽 , 게임 플레이 지금까지 뭐 다좋은데 아침에 업데이트 한다고 되어있어가 퇴근하고 다운로드 해서 로그인 했는데 안되네요 100번 잘해봐야 1번 잘못 하면 욕먹는게 사회이고 현실인데 암튼 짜증나는건 사실이구요 프로그램 개발 관리 하는분들이 신입이나 초보자라면 이해는 하겠지만 당황스럽네요",1.0,26,2020-3-31
"운빨이 상당히 강하군요. 접으려고하면 하나 주고 깨지고 터지고 날리고, 병주고 약주고 허허. 넥슨 묘미아니겠습니까? 일단 꾸준히하면 된다는 .. 게임오픈부터 시작한유저인데, 넥슨게임 중 최고라고해도 과언이 아닙니다. 늘상 넥슨넥슨 그랬는데 역시 넥슨해주시네요 넥슨님들. V4만은 좋은게임으로 남으면좋겠습니다.",5.0,31,2020-3-31
린m3년 유저입니다 첨엔 린m 짝퉁쯤으로 알고 시작했는데...70넘으니 재미있습니다. 컨텐츠도 중요하지만 가장 신선했던것은 서버쟁이었습니다. 아이온의 종족쟁이나 린엠의 대규모 공성전이랑 비교 안되는 재미가 있고 적대길드라서 싸우다가도 / 레이드하다가도/ 심지어 막피들 마져도 서버쟁났다고 하면 함께 가서 썰자하고 돌아와 하던 일을 이어 하는 모습이 굉장히 인상적이었습니다 서버마다 조금은 틀리겠지만 한달 조금 넘는 기간 플레이 해본 경험으로 나쁘지 않습니다 단점은. 좀 강압적인 서버쟁 참여입니다. 렙이 안되서 쟁지역을 못들어가던때 쟁끝...,5.0,14,2020-3-31
