내용,평점,공감수,작성일
1 버그 영속광기제국 세프템 제 2 특이점 시작부분 마지막대사 마슈대사가없음니다 수정을부탁해요 2 버그 닥터 로마니가먹은 마스터의만주도버그처럼사라젖슴니다 게임 재미있게플레이하고있슴니다 스토리 성우 그래픽 조작감 다양각색의케릭터 다너무좋아요 이런재미있는게임을 만들어주셔서 감사함니다,5.0,19,2020-3-27
너무 좋아요 제가 페이트 시리즈를 너무 좋아하는데 게임으로도 할수 있어서 너무 좋아요 이런 게임이 있는지도 몰랐는데 아니깐 너무 신나는거에요 게임을 하니 캐릭터의 음성들이 너무 좋아요 애니메이션에서 나오는 그 목소리가 너무 좋아서 미치겠어요 페이트를 너무 좋아하는 저에겐 최고의 게임이에요,5.0,0,2020-4-19
"자동전투를 넣어주셨으면 좋겠습니다.이벤트때마다 100번,300번 던전 돌기 노가다 엄청나게 귀찮아 죽겠습니다. 페그오는 자동전투를 넣을 계획이 있습니까? 운영자님께 묻고 싶습니다.",3.0,27,2020-3-12
어째 플래시게임 같은 그래픽이 좀 거슬리긴 하지만 그래도 보구모션은 괜찮네요 가챠확률도 1%로 나쁘진 않은편이고 애초에 공멀슼빼면 딱히 꼭뽑아야 하는얘도 없어서... 달빠라면 추천,5.0,6,2020-3-20
무과금이나현질러한테나 불친절하면 차라리 pvp같은걸로 보석수급이라도해주면좋을듯,3.0,1,2020-4-28
폰 바꾸고 다시 설치하고 계정 연동 했더니 전에 있던 데이터들이 전부 사라지고 레벨1로 돌아가 있네요. 과금도 했는데 돈 아깝고 속터집니다.,1.0,2,2020-1-30
UI좀 좀만더 찾기쉽게 바꾸면 좋을거 같은뎀 스토리미는 것 밖에 없는 데 일본에서 매출 1위라니 어케했누???,5.0,0,2020-4-7
지금 계속 백중탑 스토리에서 튕겨서 재다운하고 실행 중인데 재다운도 안 됩니다  휴대폰이 노트 10인데 데이터 다운에 7시간이나 걸릴리가 없잖아요...,1.0,4,2020-1-23
전투에서 연결 속도가 너무 느려서 답답합니다 해결좀 해주세요,5.0,0,2020-4-1
재밌게 즐기고 있습니다만 갤탭/갤노트 터치펜 사용좀 되게 개선 부탁드립니다. 펜으로 끌기 기능도 안되네요.,5.0,0,2020-2-6
햰드폰 v50s사용중인데 페그오만돌리면 음질이 지직거리면서 가끔착 끈겨요... 한 12분에한번번정도? 확인부탁드립니다.,4.0,0,2020-2-18
연속 소환 누르고 소환되는 순간 카톡 와서 확인하고 돌아왔더니 성정석 30개만 소모되있었고 소환은 하나도 안되있었습니다. 30개 돌려주세요 진짜 너무한다. 답장을 좀 주시죠,1.0,9,2020-3-11
이거 실수로 삭제하셨다면 다시 구글 플래이어 다시 설치하고 시작해보세요 구글연계가 가능합니다 그리고 잼나게 하고있어요 ,5.0,1,2020-3-1
캐릭터 뽑는데 확률은 낮지만 재미있게 게임하고 있어요. 계정연동 다른걸로 해줬으면 좋겠습니다.,5.0,2,2020-2-26
모나리자 예장을 레어 프리즘으로 구매를 했는데 예장칸에 없고 레어프리즘만 사라졌습니다.빨리 고쳐주세요.,2.0,0,2020-4-8
재미있지만 보석이얻기가 힘들어요. 그래서 확률을 높이거나 보석을 좀더 주시면 좋겠습니다.,5.0,0,2020-2-16
휴대폰 바꾸고 구글로 로그인하려니까 채널을 찾을 수 없다며 로그인이 안됩니다 왜일까요....,2.0,0,2020-3-5
와이파이 상태에서 접속이 불안정합니다 계속 재접속하라고 뜨고 문제가 있네요. 서버점검을 하던 패치를 하던 수정 바람,1.0,5,2020-3-20
경쟁게임도 아닌데 느긋하게 즐기세요. 스토리 구경하는 맛이 있는 게임입니다.,5.0,2,2020-4-4
이번 이벤트 서번트받는데 오류가 있나요?? 시키 받는데 가챠화면에서 넘어가질 않네요..,3.0,0,2020-2-27
가챠에만 안빠지면 좋은겜 단점으론 자동으로 던전이 안돌아 진다는점??,5.0,0,2020-4-13
일본 페그오에서 하던 캠페인이랑 이벤트 스킵 하지좀 말자! 성정석이랑 예장 스킵 넘 시르당!,1.0,6,2020-4-28
이번 업데이트 이후로 폰에서 로딩화면인 하얀화면 이후로 메인메뉴로 넘어가질 않습니다.,2.0,1,2020-2-3
다 좋은데 5성을 위해선 가챠를 안할수가없음 무과금러도 즐겁게 할수있는데 이쁜서번트 뽑을려면 현질은 어쩔수 없음 그 외엔 갓겜,5.0,1,2020-1-22
갑자기 구글계정연동이 안 되네요 삭제했다 다시 깔았는데도 연동에 오류가 발생해요..,1.0,1,2020-2-10
전자 피규어를 모으고 재밌는 스토리를 볼수있는 유사겜,2.0,1,2020-4-1
실행하면서 꺼지고 다시 설치하고 실행해도 플레이 하던 도중에 멈추고 게임은 괜찮은데 이 오류좀 고쳐주세요,1.0,2,2020-1-24
"요일던전을 돌아서 모은 강화카드를 써서 강화를 할려했는데 다른것들(세이버, 버서커등등)은 되는데 라이더만 강화 카드가 없다떠요 라이더 던전돌았는데도 없어서 강화를 못하고 있어요 오류같은데 고쳐주실수 있나요?",4.0,0,2020-3-20
페이트 안드로이드10과는 호환성이 없나요? 업데이트 이후로 다운로드 서버와 접속이 안된다네요,2.0,0,2020-4-13
갤럭시s7 edge에서 사용되던 네이버 어시스트가 갤럭시 s10 5g에서는 안뜨네요 ? 왜 그렇죠?,5.0,0,2020-5-25
의외로 넷마블이 운영을 잘한다. 덤으로 재치있는 푸시알림 덕에 오히려 한섭이 본섭같다.,5.0,2,2020-1-22
무과금은 고통받습니다.... 여러분은 저처럼 고통받지 말고 그냥 하지마세요. 짜증나는데 근데 앱삭을 할수가 없음...,4.0,0,2020-2-20
소환중이나 강화할때 등 계속 튕기고 확률 진짜 너무한거같아요 몇번을 돌렸는데 예장만 잔뜩 나오고..,2.0,8,2020-3-15
페이스북 계정이 2개가 있는데.... 하나로 접속을 했더니 다른 하난 접속이 안되요 혹시 몰라서 지웠다가 다시깔았는데 계속 안되네요 핸드폰 문제인가요 아님 게임문제 인가요,5.0,0,2020-3-16
게임실행이 안돼요 와이파이는 문제없는데 안들어가져요.,4.0,3,2020-1-23
나올때까지 질러라. 꼬우면 징징대지말고 접어라,5.0,0,2020-5-28
요즘 게임이 너무 느리고 종료하는데 응답없음 뜨는거 해결좀 해주세여,3.0,0,2020-4-29
성정석 구매했는데 돈만 빠져나가고 게임내에 안들어오는데 왜 환불이 안되요?,5.0,0,2020-2-14
새로운 스타일게임에 과금 심하지 않고 스토리 훌륭하고 자기 애정케릭같은거 생기게 하는 빠져들 수 밖에없는 게임같습니다,5.0,16,2020-1-22
와이파이 연결을 해도 접속안되는 현상 수정 바랍니다,3.0,1,2020-3-28
처음 플레이이하는유저들에게도 잘배려되어있는게임임다,4.0,0,2020-4-9
가챠만 제외하면 진짜 스토리랑 캐릭터는 갓갓갓급 게임. 이제 가챠만 해결하자 진짜로,5.0,0,2020-2-10
갑자기오늘겜이안들어가지고서버연결이끈어졌다는대뭐죠?와이파이도연결잘되는대,4.0,0,2020-3-13
페그오를 친구하고 하는 데 친구하고 경쟁 할 수 있는 게 그저 5성 자랑 밖에 없어서 그런지 한번 친구들끼리 pvp를 하게 해주세요.만약 반응이 않좋으면 없애시고 좋다면 확대를 시켜서 여러 활동을 할 수 있게 해주세요.,4.0,0,2020-1-22
화면은 전체화면으로도 안되고 중앙으로 안와요 한쪽으로 치우쳐져 있어요 제발 패치좀 해주세요,3.0,0,2020-3-11
FGO 아케이드처럼 조작 할 수 있으면 더 즐겁게 플레이 할 수 있을 것 같아요.,5.0,3,2020-1-22
기종을 바꾸고 페그오 계정을 연동 하려는데 채널 연동을 실패 했다고 합니다,3.0,0,2020-2-18
스토리 그래픽 이정말좋네요 게임성은 아직프롤로그지만 충분히 검증된것같구요 역시 갓겜이다,5.0,0,2020-3-5
"아종특이점 하는데 30분정도 하면 갑자기 튕기고, 로딩하는게 느립니다",3.0,0,2020-3-28
"가챠 확률 낮다고 별점 낮추는 사람들.. 아이고.... 운 좋으면 5호부로 멀린뜨고 2연챠로 흑잔 나올 수도 있죠 작년 멀린 픽업때 연챠 하려는데 몇개 모자라서 소과금한 뒤론 과금 안하는데도 이벤트 종종 돌고 성능캐, 애정캐 가챠만 노려서 하니까 어느정도 4, 5성이나 예장도 잘 모여요 아쉬운건 구글 연동 해제를 못하는거.. 몇 년 전에 페그오 계정 파놓고 연동하자마자 겜 접었었는데 지금 본계 키워둔거 연동하려니까 이미 연동된거 있다하고, 문의했더니 해제도 못한다 하고... 최근 접속한 기록이라곤 연동된거 있나 확인하려 ...",5.0,0,2020-5-28
페그오 좋아하고 계속 잘하고 있습니다. 그런데 이번에 업뎃하고 게임이 너무 느려졌어요 ,4.0,3,2020-1-22
백중탑 이벤트 로딩이 너무 긴데 오류인것 같습니다,4.0,0,2020-3-11
크윽...자막 기능 추가 진짜 칭찬해요 멋있네요!!,5.0,6,2020-1-25
V50s 쓰는데 게임은 들어가 지는데 배틀 화면이 안뜨면서 게임이 안되네요 V50은 페그오를 못하나요,3.0,0,2020-3-20
제가 페스나로 페이트 접한 후 이 겜을 깔았고 한지도 꽤 되었습니다 그리고 길가 보구퀘 뜰때까지 존버하다 한그오에 보구퀘 패치가 되고 길가 뽑으려고 성정석 200개 가량을 픽업때 갈아넣었는데 홍차만 8개 나오네요 이거 솔직히 가챠 픽률 올려줘야 하는 거 아닙니까 확률 0.07인거도 에바고 무엇보다 성정석을 200개 즉 10연 가챠 약 7번 정도를 돌렸는데 금삐까가 안나오다뇨 그렇다고 길가 대신 채용할 대군 크리 아처가 있는 것도 아닌데... 가챠 확률 조정 부탁드립니다,5.0,0,2020-4-28
다좋은데 렉너무걸리고 다른앱 확인했다가 다시 들어오면 튕기는게 불편해요,4.0,0,2020-3-3
다 좋은데 번역에 좀더 신경써서 했줬으면....,5.0,0,2020-2-3
캐릭터가 매력있고 이벤트 한정 스토리가 재미있네요,5.0,0,2020-2-27
가챠 말고는 뭐 그닥나쁘지않긴한데... 왠만한 흑우아니면 페그오할거면 그냥 즐긴다는 마인드를 가지고 5성 4성 천천히 뽑아나가면서 팬심으로 천천히 스토리깨는거는 나쁘지않다고본다,5.0,0,2020-4-1
스토리로먹고사는게임이죠 그외의 컨텐츠는..,3.0,0,2020-4-28
재밌는데 자동 버튼만들어 주세요^^ 그거 빼고는 다 재밌어요!!^^ 아 그리고 4성 2개 뽑고 시작하세요. 넘 재밌는거,4.0,1,2020-3-15
엥 복귀하니 랩 2됐어요 우정포인트는 그대로인데 다른게 하나도 없네요 원래 이런가요?,1.0,0,2020-5-12
픽업이 말만 픽업이지 4성 5성 하나도 안 나오고 확율 개같네 진짜,1.0,3,2020-4-23
스토리 보는 재미가 있네요 게임도 재미져요,5.0,1,2020-1-23
5만원 현질해도 5성하나 안뜨네요 확률이 너무 심한것 같습니다. 혹시 환불 가능할까요,1.0,1,2020-2-21
실제 플레이인원은 확인하고 운영하는거죠?,2.0,1,2020-4-28
뽑기를 잘하면 할만하고재미있다! ....아싸는 못하는게임,4.0,0,2020-3-11
재밌게하고 있는데 길드 시스템 같은거 추가해주세요,5.0,0,2020-2-5
노잼 애들 모션도 별로고 암튼 스토리보는거빼고 다 재미없어여,1.0,0,2020-3-12
재미있어요 그리고 뽑는기분이 최고!!!!,5.0,0,2020-4-24
오다 노부나가이벤트는 일본에서만 했음 좋겠음,5.0,0,2020-5-28
솔직히 다른겜 SD캐릭터로 노는것보단 이게 훨씬 나음,5.0,4,2020-3-12
스토리보려고 하는게임 가차중독자나 캐릭터 올클리어 기질이 있다면 피할것,4.0,1,2020-3-11
약간의 과금도 하며 정말 재밌게 하던 게임입니다. 애니 기반이라 캐릭터성도 좋구요. 하지만 제작진의 일뽕 퍼레이드에 혀를 내두르며 접습니다. 개인적으로 우익 성향의 게임은 아니라고 생각합니다만... 이벤트에 불편한 이름과 설정들이 종종 등장하기도 하고요. 무사시로 일뽕 퍼레이드 준비하던 1.5부까지는 그냥 참아줄만 했는데... 2부에서는 아주 가관이네요. 그러고 보니 바빌로니아 애니에서도 관위급 서번트들 들러리 만들고 주인공 보정 대놓고 했었고 페스나 에미야 시로도 뭐 그렇네요. 2부 스토리 매우 기대했었고 나름 재밌게 시작된다고 ...,1.0,1,2020-4-17
"가챠 확률로 욕하는 사람있던데. 글쎄. 넥슨,엘소드 처럼 돈 내고 뽑기 하지는 않아서. 페그오는 그래도 성정석 꾸준히 나눠주잖아",5.0,3,2020-3-12
항상 재밌게 플레이하고 있습니다. 감사합니다.,5.0,0,2020-4-28
"게임 스토리면으로 보면 괜찮음.. 단지 시스템은 올드하기 때문에 호불호 한국 서버는 돌을 일부러 여름이랑 신년에 몰아서 주는 것도 있고 상대적으로 페이트 관련 행사를 한국에서 잘 안 해주기 때문에 다른 서버보다 주는 양이 상대적으로 적어짐 중국, 대만, 미국은 다 행사를 연 1회씩 열어줬는데 한국만 딱 1번 하고 안해서 돌 손해를 보고 있음",5.0,0,2020-4-2
가챠빼고 재미있는게임 (기존 시리즈 좋아하는사람만),5.0,0,2020-3-24
출시때부터 무과금으로 어찌저찌 하는 중.,5.0,0,2020-5-13
이거 ldPlayer로 할때 캐시 클리어 버튼 나오는 시작창에서 다음 창으로 넘어갈때 흰 화면에서 자주 멈춤 켤때마다 8분의 1확률로 발동함. 게임성은 좋음 다만 가차게임 답게 운빨요소가 강함 시간을 오래 투자하면 남들만큼 될수있지만 무과금 기준으로 운에 의해서 따라잡는 속도가 심하면 6개월이상 차이남 그 막히는 중간 기간을 버티면 고수가 될수있음,4.0,0,2020-4-3
"공명, 멀린 없으면 서러워서 게임 즐기기 힘들어요. 처음 하시는 분은 솔직히 리세 계정 구매를 해서 시작하는게 좋아요. 초심자에게는 초반 따라가기가 힘든 게임이에요. 배포 캐릭 많아지면 좀 괜찮아집니다.",4.0,0,2020-4-28
평소에 애정있던 애니메이션이어서 재미있게 플레이할수있는것가탕요,5.0,0,2020-3-2
"""게임이 어려워요"" = ""저는 능지가 딸립니다""",5.0,0,2020-2-15
확률조작한거 아니죠..? 몇만원 정도 계속 질렀는데 3성인 이조가 1개밖에 안나왔는데....,3.0,0,2020-6-14
"뭐, 캐릭터 좋고 모션 지속적으로 개편하고 이런거 좋은데 고레어 캐릭터가 대부분 한정에 등장확률도 낮아서 무과금들은 원하는 캐릭터 얻기가 매우 힘듬. 이번 픽업때 거의 300번을 돌렸는데 원하는거 실패함. 참고로 이번에 쓰인 재화들 복구하는데 무과금 기준 대략 반년정도걸림. 본인이 뽑기 운이 안좋다, 그럼 고레어는 포기하는게 정신건강에 이로움.",2.0,10,2020-1-1
